timestamp,jetson_vdd_cpu_gpu_cv_mw,jetson_gpu_usage_percent,jetson_board_temperature_celsius,jetson_vdd_in_mw,jetson_cpu_usage_percent,jetson_ram_usage_mb,ground_truth
2025-01-16 18:40:23,1430,0,41.4475,6220,34.0,5036,0
2025-01-16 18:40:24,1391,0,41.452666666666666,6369,35.666666666666664,5178,0
2025-01-16 18:40:25,1033,0,41.411,5732,25.83333333333333,5042,0
2025-01-16 18:40:26,914,0,41.30716666666667,5533,17.166666666666668,5043,0
2025-01-16 18:40:27,914,0,41.33833333333333,5533,17.0,5043,0
2025-01-16 18:40:28,953,0,41.34316666666667,5573,18.33333333333333,5047,0
2025-01-16 18:40:29,1351,0,41.385,6090,31.0,5051,0
2025-01-16 18:40:30,953,0,41.4735,5573,19.666666666666668,5051,0
2025-01-16 18:40:31,914,0,41.29133333333333,5533,17.333333333333332,5051,0
2025-01-16 18:40:32,874,0,41.255,5493,17.166666666666668,5051,0
2025-01-16 18:40:33,874,0,41.30166666666667,5533,17.333333333333332,5051,0
2025-01-16 18:40:34,874,0,41.286,5493,17.333333333333332,5051,0
2025-01-16 18:40:35,914,0,41.249833333333335,5533,17.333333333333332,5051,0
2025-01-16 18:40:36,874,0,41.28116666666667,5493,17.166666666666668,5051,0
2025-01-16 18:40:37,874,0,41.265166666666666,5493,17.166666666666668,5051,0
2025-01-16 18:40:38,914,0,41.29133333333333,5533,17.833333333333332,5053,0
2025-01-16 18:40:39,914,0,41.33833333333333,5533,18.33333333333333,5053,0
2025-01-16 18:40:40,1033,0,41.182,5692,17.333333333333332,5065,0
2025-01-16 18:40:41,993,0,41.27033333333333,5692,17.166666666666668,5065,0
2025-01-16 18:40:42,953,0,41.31733333333333,5652,17.333333333333332,5065,0
2025-01-16 18:40:43,953,0,41.24433333333334,5652,17.0,5065,0
2025-01-16 18:40:44,953,0,41.19766666666666,5652,17.0,5065,0
2025-01-16 18:40:45,953,0,41.1975,5652,17.166666666666668,5065,0
2025-01-16 18:40:46,953,0,41.18183333333334,5652,17.333333333333332,5065,0
2025-01-16 18:40:47,953,0,41.25466666666667,5652,17.166666666666668,5065,0
2025-01-16 18:40:48,953,0,41.26533333333333,5652,17.0,5065,0
2025-01-16 18:40:49,993,0,41.23933333333333,5732,19.33333333333333,5067,0
2025-01-16 18:40:50,953,0,41.1975,5652,17.5,5067,0
2025-01-16 18:40:51,953,0,41.156000000000006,5652,17.333333333333332,5067,0
2025-01-16 18:40:52,953,0,41.140166666666666,5652,17.5,5067,0
2025-01-16 18:40:53,993,0,41.15083333333333,5533,17.0,5195,0
2025-01-16 18:40:54,993,0,41.15083333333333,5533,17.0,5195,0
2025-01-16 18:40:55,1033,0,41.09333333333333,5334,17.166666666666668,5320,0
2025-01-16 18:40:56,1033,0,41.10366666666667,5453,17.166666666666668,5428,0
2025-01-16 18:40:57,755,0,41.09866666666667,4968,12.333333333333334,4645,0
2025-01-16 18:40:58,1073,0,41.114,5254,16.833333333333332,4809,0
2025-01-16 18:40:59,1073,0,41.077666666666666,5294,17.0,4940,0
2025-01-16 18:41:00,1112,0,41.17166666666667,5214,17.833333333333332,4947,0
2025-01-16 18:41:01,1073,0,41.11416666666667,5214,17.5,4947,0
2025-01-16 18:41:02,953,0,41.10916666666667,5413,17.0,5043,0
2025-01-16 18:41:03,914,0,41.11416666666667,5493,17.333333333333332,5053,0
2025-01-16 18:41:04,914,0,41.072500000000005,5533,17.166666666666668,5053,0
2025-01-16 18:41:05,914,0,41.083,5533,17.166666666666668,5053,0
2025-01-16 18:41:06,914,0,41.0255,5533,17.5,5053,0
2025-01-16 18:41:07,914,0,41.01016666666667,5533,17.333333333333332,5053,0
2025-01-16 18:41:08,914,0,41.08833333333333,5533,17.666666666666668,5053,0
2025-01-16 18:41:09,914,0,41.1195,5533,17.833333333333332,5053,0
2025-01-16 18:41:10,914,0,41.14033333333334,5573,18.5,5053,0
2025-01-16 18:41:11,914,0,41.072833333333335,5533,17.666666666666668,5053,0
2025-01-16 18:41:12,914,0,41.0935,5573,17.666666666666668,5053,0
2025-01-16 18:41:13,914,0,41.083,5533,17.333333333333332,5053,0
2025-01-16 18:41:14,914,0,41.088,5533,17.333333333333332,5053,0
2025-01-16 18:41:15,914,0,41.025666666666666,5533,17.166666666666668,5053,0
2025-01-16 18:41:16,914,0,41.05166666666667,5533,17.166666666666668,5053,0
2025-01-16 18:41:17,914,0,41.10383333333333,5533,17.166666666666668,5053,0
2025-01-16 18:41:18,914,0,41.0255,5533,17.333333333333332,5053,0
2025-01-16 18:41:19,914,0,40.99433333333334,5533,17.333333333333332,5053,0
2025-01-16 18:41:20,914,0,41.025666666666666,5573,18.5,5039,0
2025-01-16 18:41:21,914,0,41.08283333333333,5533,17.333333333333332,5039,0
2025-01-16 18:41:22,914,0,41.020500000000006,5573,18.83333333333333,5041,0
2025-01-16 18:41:23,914,0,40.98916666666667,5533,17.333333333333332,5042,0
2025-01-16 18:41:24,874,0,40.999500000000005,5533,17.333333333333332,5042,0
2025-01-16 18:41:25,1152,0,41.0935,5851,22.83333333333333,5045,0
2025-01-16 18:41:26,1033,0,41.0935,5652,28.5,5045,0
2025-01-16 18:41:27,914,0,41.07783333333334,5533,17.166666666666668,5045,0
2025-01-16 18:41:28,874,0,40.99433333333334,5533,17.333333333333332,5045,0
2025-01-16 18:41:29,874,0,41.00466666666667,5533,17.0,5045,0
2025-01-16 18:41:30,874,0,41.05183333333333,5493,17.166666666666668,5045,0
2025-01-16 18:41:31,914,0,41.06733333333333,5533,17.666666666666668,5045,0
2025-01-16 18:41:32,914,0,41.01533333333334,5533,17.333333333333332,5045,0
2025-01-16 18:41:33,874,0,41.088166666666666,5493,17.166666666666668,5045,0
2025-01-16 18:41:34,874,0,41.02566666666667,5493,17.666666666666668,5045,0
2025-01-16 18:41:35,914,0,40.932,5573,18.33333333333333,5045,0
2025-01-16 18:41:36,914,0,40.97883333333333,5533,17.166666666666668,5045,0
2025-01-16 18:41:37,914,0,41.062000000000005,5533,17.0,5045,0
2025-01-16 18:41:38,1351,0,41.14033333333334,6090,32.0,5047,0
2025-01-16 18:41:39,953,0,41.062333333333335,5573,19.5,5047,0
2025-01-16 18:41:40,914,0,40.97366666666667,5533,17.0,5047,0
2025-01-16 18:41:41,874,0,41.06216666666666,5493,17.333333333333332,5047,0
