timestamp,jetson_emc_freq,jetson_gpu_freq,jetson_total_cpu_usage,jetson_ram_usage,jetson_temperature,jetson_swap_usage
10/23/2024 1:21,0,0,3.25,7636,39.687,0
10/23/2024 1:21,0,0,4.583333333,7640,40.031,0
10/23/2024 1:22,0,0,3.25,7637,39.937,0
10/23/2024 1:22,0,0,4.25,7636,39.781,0
10/23/2024 1:22,0,0,3.25,7643,39.937,0
10/23/2024 1:22,0,0,3.416666667,7661,39.875,0
10/23/2024 1:23,0,0,3.583333333,7650,39.906,0
10/23/2024 1:23,0,0,4.666666667,7663,39.718,0
10/23/2024 1:23,0,0,2.75,7675,39.687,0
10/23/2024 1:23,0,0,4.083333333,7678,39.875,0
10/23/2024 1:24,0,0,3.75,7672,39.968,0
10/23/2024 1:24,0,0,3.833333333,7669,39.875,0
10/23/2024 1:24,0,0,3.583333333,7692,39.843,0
10/23/2024 1:24,0,0,3.666666667,7698,40,0
10/23/2024 1:25,0,0,3.333333333,7687,39.843,0
10/23/2024 1:25,0,0,4.25,7699,40.031,0
10/23/2024 1:25,0,0,3.5,7690,39.843,0
10/23/2024 1:25,0,0,4.083333333,7696,40.125,0
10/23/2024 1:26,0,0,3.25,7688,39.906,0
10/23/2024 1:26,0,0,3.583333333,7701,40.375,0
10/23/2024 1:26,0,0,3.833333333,7697,39.812,0
10/23/2024 1:26,0,0,3.416666667,7689,39.937,0
10/23/2024 1:27,0,0,3.416666667,7644,39.625,0
10/23/2024 1:27,0,0,4.083333333,7643,39.781,0
10/23/2024 1:27,0,0,3.25,7647,39.968,0
10/23/2024 1:27,0,0,3.333333333,7639,39.718,0
10/23/2024 1:28,0,0,3.666666667,7641,39.843,0
10/23/2024 1:28,0,0,3.666666667,7644,39.937,0
10/23/2024 1:28,0,0,3.333333333,7643,39.812,0
10/23/2024 1:28,0,0,3.666666667,7648,39.812,0
10/23/2024 1:29,0,0,3,7646,40.062,0
10/23/2024 1:29,0,0,3.333333333,7634,39.906,0
10/23/2024 1:29,0,0,3.916666667,7641,40,0
10/23/2024 1:29,0,0,3.333333333,7640,39.843,0
10/23/2024 1:30,0,0,3.583333333,7640,40.125,0
10/23/2024 1:30,0,0,3.75,7645,39.843,0
10/23/2024 1:30,0,0,3.583333333,7637,39.906,0
10/23/2024 1:30,0,0,4.166666667,7686,39.718,0
10/23/2024 1:31,0,0,3.166666667,7673,39.937,0
10/23/2024 1:31,0,0,3.583333333,7692,39.718,0
10/23/2024 1:31,0,0,3.666666667,7696,39.843,0
10/23/2024 1:31,0,0,3.166666667,7699,39.906,0
10/23/2024 1:32,0,0,3.416666667,7688,39.781,0
10/23/2024 1:32,0,0,3.583333333,7691,39.812,0
10/23/2024 1:32,0,0,3.166666667,7699,40,0
10/23/2024 1:32,0,0,3.75,7696,39.781,0
10/23/2024 1:33,0,0,3.583333333,7672,39.875,0
10/23/2024 1:33,0,0,3.333333333,7676,40,0
10/23/2024 1:33,0,0,3.333333333,7669,39.75,0
10/23/2024 1:33,0,0,3.5,7673,39.843,0
10/23/2024 1:34,0,0,3.916666667,7681,39.781,0
10/23/2024 1:34,0,0,3.833333333,7682,39.906,0
10/23/2024 1:34,0,0,3.083333333,7681,39.843,0
10/23/2024 1:34,0,0,3.75,7672,39.968,0
10/23/2024 1:35,0,0,3.833333333,7640,40.218,0
10/23/2024 1:35,0,0,3.583333333,7634,39.937,0
10/23/2024 1:35,0,0,3.666666667,7643,40.187,0
10/23/2024 1:35,0,0,3.666666667,7658,39.875,0
10/23/2024 1:36,0,0,3.583333333,7653,40,0
